Object Number,Title,Period,Classification,Link Resource
1989.363.54,明  唐寅  墨竹圖  卷|Ink bamboo,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45756
29.100.500,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45757
29.100.515,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45758
29.100.501–.506,舞伎図屏風|Dancers,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45759
1989.363.55,明　唐寅　葦渚醉漁圖　軸|Drunken fisherman by a reed bank,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45760
12.134.12,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45761
14.76.31,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45762
36.100.8,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45767
14.76.42,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45768
33.87.1,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45769
36.100.87,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45770
1976.404,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45771
1982.7.2,,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45772
1980.81,,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45773
13.100.53,明   佚名   倣唐寅   溪山雪徑   扇|Winter Landscape,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45774
1989.363.60,明  文徵明  東林避暑圖  卷  |Summer retreat in the eastern grove,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45776
1982.1.6,明　文徵明　松陰飛瀑圖　 軸|Recluse playing the zither in a pine grove,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45778
1982.7.1,明   文徵明  太湖群嶼圖     扇面|View of Lake Tai,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45779
1989.363.64,明  佚名（文徵明款）    玉蘭圖    卷|Magnolia,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45781
13.220.110,明？  佚名   傳文徵明   古藤樹石圖   軸|Old Wisteria among Trees and Rocks,Ming (1368–1644)–Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/45782
14.76.70a,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45785
14.76.70c,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45787
14.76.41,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45788
14.76.70d,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45789
1975.268.131,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45790
36.100.69,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45791
36.100.71,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45792
1989.363.65,明   （倣）沈周     怡松圖     卷|Enjoying the Pines,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45793
36.100.47,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45794
14.76.70e,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45796
1986.266.1a–u,明     仿陳淳     雜花圖     冊|Garden Flowers,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45797
1975.268.128,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45798
1975.268.127,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45799
14.76.49,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45800
14.76.33,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45801
1986.266.2,明  陳淳 暑園圖 軸|Summer Garden,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45802
14.76.70b,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45803
14.76.70f,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45805
14.76.43,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45806
13.100.81,明   謝時臣 隱居圖  扇面|Landscape with Figure,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45807
1975.268.129,夕顔棚下納涼図|Enjoying the Evening Cool under a Gourd Trellis,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45808
60.129,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45809
1991.342,明  謝時臣  谿山春曉圖  軸|Spring Morning in the Mountains,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45810
14.76.36,神功皇后図|The Legendary Empress Jingū,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45811
59.37,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45813
1986.266.3,明    陸治   種菊圖    軸|Planting Chrysanthemums,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45815
14.76.56,軍鶏図|Gamecocks,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45816
36.100.28,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45817
14.76.37,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45818
14.76.57,"葛飾北斎筆　黒鍾馗|Black Shōki, the Demon Queller",Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45819
29.100.507,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45820
1991.273,明  陸治   枚乘獨坐圖    軸|Mei Cheng Sitting Alone,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/45821
14.76.30,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/45822
13.100.59,明   佚名   倣陸治   山水   扇|Landscape,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48872
1989.363.68,明   陸治   泉壑桃浪圖     扇面|Brocaded Sea of Peach Blossom Waves,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48873
14.76.34,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48878
29.100.1403,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48880
14.76.45,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48881
29.100.536,仏手柑図|Buddha’s Hand Citron (Busshukan),Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48882
36.100.29,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48883
13.100.67,清   佚名   倣文徵明   書法   扇|Pavilion by Lake Shore,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/48884
14.76.44,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48885
14.76.60.1–.109,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48886
1989.363.74,明  文伯仁  溪山仙舘 圖    軸|Dwellings of the Immortals Amid Streams and Mountains,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48888
37.119.3,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48889
56.121.1,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48890
14.76.55,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48891
36.100.22,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48893
1972.278.3,明　佚名　琴鶴圖　軸|Playing the zither for a crane,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48896
14.76.46,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48898
14.76.47,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48899
14.76.48,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48900
1980.80,明  錢榖   蘭亭修禊圖  卷|Gathering at the Orchid Pavilion,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48901
13.100.95,明　陳祼　茂樹清泉圖　扇|Recluse washing his feet in a stream,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48902
29.100.513,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48907
53.118.1,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48908
1989.363.82,明    侯懋功    高山圖    軸	|High Mountains,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48910
52.160.5,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48911
33.87.2,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48913
1983.357,明  佚名  游仙圖  卷|Daoist Immortals in a Landscape,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48914
29.100.532,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48916
29.100.533,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48918
29.100.534,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48919
29.100.535,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48920
49.35.3,波に舟図屏風|Boats upon Waves,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48921
29.100.499,波に扇面流し図屏風|Fans upon Waves,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48922
"1975.268.60, .61",俵屋宗達工房　月に秋草図屏風|Moon and Autumn Grasses,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48923
29.100.490,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48924
"29.100.472, .473",,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48925
1989.363.76,明　佚名　仿趙孟頫　垂虹亭圖　卷|Pavilion of the Hovering Rainbow Bridge,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48929
1982.1.7,明  傳馬守真  蘭石圖  軸|Orchid and Rock,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48932
1985.214.148,明  莫是龍  倣黃公望山水圖  軸|Landscape in the style of Huang Gongwang,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48934
51.39.1,明  佚名 婦女肖像  圖   鏡面|Portrait of a Lady,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48936
51.39.2,明  佚名  人物肖像  圖   軸|Portrait of a Gentleman,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48937
51.39.3,明   佚名  人物肖像 圖  鏡面|Portrait of a Gentleman,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48938
51.39.4,明 佚名  人物肖像 圖   鏡面|Portrait of a Gentleman,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48939
51.39.5,清  佚名   滿清官員像     軸|Portrait of a Manchu Official,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/48940
29.20.1,清 佚名 肖像  軸|Portrait of a Scholar,late Ming (1368–1644)–early Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/48941
1982.1.8,明  劉世儒  雪梅圖    軸|Plum in snow,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48942
1977.87,"明/清   李在   董巨馬夏合風山水圖   卷|Landscape after Dong Yuan, Juran, Ma Yuan, and Xia Gui",Ming (1368–1644)–early Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/48945
2001.746.1,清　佚名　仿張風　摘菊圖　軸|Plucking Chrysanthemums,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/48946
1985.335,明   王上宮   忠孝圖   卷|Paragons of Loyalty and Filial Piety,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48947
1986.266.4,明  吳彬  十六羅漢圖  卷|The Sixteen Luohans,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48948
1979.75.2,明  董其昌  溪山樾館圖  軸|Shaded Dwellings among Streams and Mountains,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48949
1986.266.5a–k,明  董其昌  山水圖  冊|Landscapes after old masters,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48950
1989.363.102,明    董其昌   春山暖翠圖    軸|Spring Mountains over Warm Greenery,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48951
1979.500.2,,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48952
1989.363.99,明  董其昌  倣倪瓚山水圖  軸|Landscape with Trees in the Manner of Ni Zan (1301–1374),Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48953
1976.219,明　趙左　谿山無盡圖　卷|Streams and Mountains without End,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48966
1981.285.2,明  張瑞圖  山水圖  軸|Mountains Along Riverbanks,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48968
1989.363.108,明  張瑞圖  後赤壁賦圖  卷|Illustration of Su Shi’s “Second Ode on Red Cliff”,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/48969
29.100.440,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48971
29.100.464,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48972
29.100.524,芥子図|Poppies,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48974
36.100.49,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48975
36.100.27,俵屋宗理筆　朝顔図屏風|Morning Glories,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48979
1982.244.17,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48980
1975.268.68,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48981
"54.69.1, .2",朝顔図屏風|Morning Glories,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48982
59.137.1,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/48983
